cleaned_text,kfold,target
squeeeeez christma hug lik frndshp den hug cute luvd lucki peopl hate,1,0
prometazin syrup min later fee,1,0
today vodafon number end select receiv award number match receiv award,1,1
cant display intern sub extract,1,0
mail panren paru,1,0
ard lor,1,0
senthil group compani apnt,1,0
happen,1,0
start dont stop pray good idea help guy forward link,1,0
long applebe fuck,1,0
find pierr cardin look normal cost sale,1,0
dunno dad come home bring lunch yup lor reach school lor,1,0
know,1,0
great better day reason thank god,1,0
thank yesterday sir wonder hope enjoy burial mojibiola,1,0
thank wonder,1,0
shall ask thing dont mistak,1,0
lick drop readi use mouth,1,0
thank vote sing star karaok mobil free link repli sing,1,1
day kick euro date latest news result daili remov send txt stop,1,1
wat time xin hostel,1,0
pain doctor,1,0
want lick pussi,1,0
sorri free,1,0
stuff sell tell,1,0
babi promis treat bet good care,1,0
sorri later,1,0
answer text confirm deni,1,0
dun cut short leh dun like fail sad,1,0
think actual talk boss morn place year tell car fix cheaper tell today hop come regret number etc,1,0
wonder phone batteri dead tell love babe,1,0
hope know mad,1,0
aight thank comin,1,0
noe busi bore msg oso dunno wat colour choos,1,0
night stay port step liao,1,0
msg frm tht unknown,1,0
know ask date servic contact cant guess reveal box,1,1
sure alex know birthday minut far concern,1,0
new address appl pair malarki,1,0
hey tmr meet bugi,1,0
hop away langport town tonight,1,0
meet dream partner soon career flyng start find free txt horo follow star sign horo ari,1,1
messag text miss sender miss number miss send date miss miss lot miss send fullonsm com,1,0
good work,1,0
collect laptop configur set izzit,1,0
tell,1,0
wat opinion abt abt charact,1,0
offic hospit,1,0
amma life lot turn sit tri hold steer,1,0
actual delet old websit blog magicalsong blogspot com,1,0
bed sleep,1,0
yeah minut,1,0
beauti truth graviti read care heart feel light feel heavi leav good night,1,0
marri local women look discreet action real match instantli phone text match msg cost stop txt stop bcmsfwcnxx,1,1
way tirupur,1,0
chick huge boob,1,0
parent kidz friend colleagu scream surpris wait sofa nake,1,0
lunch,1,0
promot number award citi break win summer shop spree txt store skilgm tscswinawk age perwksub,1,1
arriv coupl day,1,0
pick bout ish time,1,0
sad stori man week day wife wish parent forget kid work colleagu wish,1,0
fine tonight,1,0
good somewhat event lade fill worri head throat wreck,1,0
dunno dat wat tell lor,1,0
haha awesom coupl time come,1,0
finish blow hair finish dinner,1,0
exam march,1,0
noe ben,1,0
mobi pub quiz win high street prize know new duchess cornwal txt unsub stop,1,1
dude sux snake old raiden buff,1,0
total video convert free download type googl search,1,0
best line love wait till day forget day realiz forget,1,0
fyi usf swing room,1,0
real tho suck cook electr hungri,1,0
love wine dine ladi,1,0
free messag activ free text messag repli messag word free term condit visit www com,1,1
come tomorrow,1,0
releas italian today cosign option,1,0
neft transact refer number decim credit beneficiari account time,1,0
wonder okor great month cherish guy wish day mojibiola,1,0
yup comin,1,0
watch shrek,1,0
dont worri day big lambu come til enjoy batchlor parti,1,0
lol differ tri find real life photo,1,0
text pass collect polyphon rington normal gpr charg appli enjoy tone,1,1
hey great deal farm tour pax deposit,1,0
today voda number end select receiv apsaward match quot claim code standard rat app,1,1
dun thk quit hmmm jazz yogasana oso meet lesson den,1,0
attend talk,1,0
weather extra warm cold lot vitamin,1,0
forget coupl buck send tomorrow love,1,0
night end day morn come special way smile like sunni ray leav worri blue blue bay,1,0
class reunion,1,0
leav probabl gon til dinner,1,0
gent tri contact weekend draw win prize guarante claim code valid ppm,1,1
plz tell bslvyl send fullonsm com,1,0
prob come lunch,1,0
check room befor activ,1,0
relax time day parti good night home tomorrow ish,1,0
hey jazz power yoga hip hop yogasana,1,0
think offic lap room think day didnt shut,1,0
train tomorrow,1,0
paper,1,0
yup bath liao,1,0
guy plan come,1,0
yeah diet fli window,1,0
find aunt nike,1,0
like cheap happi splash wine feel better,1,0
sch neva mind eat lor,1,0
win music gift voucher week start txt word draw tsc www idew com skillgam winaweek age ppermesssubscript,1,1
want wish happi new year want talk legal advic gari split person trip ptbo hope good babe love,1,0
great bhaji tell kalli best cricket sachin world veri tough,1,0
wen lovabl bcum angri wid dnt coz angri childish true way deep affect care luv kettoda manda nice day,1,0
doc prescrib morphin caus pain med wait mom bring med kick fast gon tri later,1,0
win music gift voucher week start txt word draw tsc www ldew com skillgam winaweek age ppermesssubscript,1,1
yeah fact ask need like hour ago,1,0
hex place talk explain,1,0
tonight yeah,1,0
love excit day spend happi,1,0
winner special select receiv cash award speak live oper claim cost,1,1
hey happen switch cell day isnt good care tomorrow,1,0
shop till drop cash travel voucher ntt box crbt fixedlin cost ppm mobil vari,1,1
ask meet tmr nite,1,0
slowli god love need clean heart blood send special peopl miracl tomorrow,1,0
rington free repli msg tone tone phone week opt send stop,1,1
parti day week studi lightli think need draw custom checkbox know hardcor,1,0
shoot doc wait room,1,0
offic,1,0
havent shop lor juz arriv,1,0
xma iscom award gift voucher free entri weekli draw txt music tnc,1,1
sorri thing pub later,1,0
aiyo time meh,1,0
think miss teach til lectur damn work thing,1,0
spare power suppli,1,0
yup stop,1,0
wat,1,0
msg leav hous,1,0
blanket suffici thx,1,0
sorri later meet sir,1,0
aight bite,1,0
miser tell effect birth control massiv gut wrench cramp month sleep night,1,0
shop wif darren ask wat present wan lor start guess wif final guess darren lor,1,0
hope txt journey hasnt min late think,1,0
watch lotr aft wan meet dinner nite,1,0
sure come bite,1,0
watch surya movi vijay movi pokkiri,1,0
dump heap mom decid come low bore,1,0
free msg rington http widel com index wml baecefff true jul,1,1
sorri late start way,1,0
sleep feel,1,0
sri talk phone parent,1,0
convey regard,1,0
congrat great want tell tell score relax motiv thank share,1,0
alright bring like min,1,0
special,1,0
describ lucki actual awak noon,1,0
fuck babe miss know let send money net need want crave,1,0
hello darlin ive finish colleg txt finish love kate xxx,1,0
hear answer text guess flake fantast,1,0
prakesh know,1,0
want need actual better yor money work man pay rent fill fuck tank stress depress home thanksgiv cuz tell,1,0
twink bear scalli skin jock miss weekend fun min stop text nat rate,1,1
area restaur ill tri come soon,1,0
mean,1,0
sorri bed earli nightnight,1,0
okay shin mean sign sound better,1,0
start skye,1,0
custom servic repres freephon win guarante cash prize,1,1
decemb mobil mth entitl updat latest colour camera mobil free mobil updat free,1,1
stop cancer throat hurt talk answer everyon babysit monday,1,0
accident bring home box,1,0
want latest video handset anytim network min half price line rental repli deliveri tomorrow,1,1
wonder onlin love net cafe phone recharg friend net think boytoy,1,0
hey hun onbu goin meet want meal donyt feel like cuz home sweet latelyxxx,1,0
freeday sexi georg day pic jordan txt pic dont miss sauci celeb pic pocketbab,1,1
email yifeng oredi,1,0
problem frm wat matter,1,0
birth mother babi brilliantli,1,0
orh tot dun believ,1,0
life face choic toss coin becoz settl question coin air know heart hop gudni,1,0
happen tell truth,1,0
happen adventur,1,0
class,1,0
great diddi neighbor come toothpast morn,1,0
famou quot develop abil listen anyth uncondit lose temper self confid mean marri,1,0
desper armand,1,0
dont think need yellow card travel ask buck,1,0
wake thanx tau sar piah nice,1,0
god creat gap btwn finger dat sum vri special fill gap hold hand plz dont ask creat gap leg,1,0
guess somebodi know secretli fanci wan find landlin dateboxessexcmxn min,1,1
guy love,1,0
stupid challeng god dont think write instead respond,1,0
messag free welcom new improv sex dog club unsubscrib servic repli stop msg,1,1
suppos wake,1,0
mind bedroom minut sed sexi mood come minut latr wid cake wife,1,0
haha fast lose weight thk muz month den effect gee later aust weight,1,0
thanx send home,1,0
yar thk sort funni thing,1,0
unnecessarili affection,1,0
contin,1,0
haha sound crazi dunno tahan anot,1,0
hey doc want nice shirt hubbi nice fit budget help load card abi post luv,1,0
lot thing happen lindsay new year sigh bar ptbo blue heron,1,0
lar noe later,1,0
phone gon die stay,1,0
tmrw finish door,1,0
gon taco,1,0
summer final fanci chat flirt sexi singl area match repli summer free join optout txt stop help,1,1
raji favour convey birthday wish nimya today birthday,1,0
fine love safe,1,0
onlin transact,1,0
rememb,1,0
want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli,1,1
fren lor wif mum lor,1,0
lol friend dog,1,0
nope fine nap tho,1,0
sir need axi bank account bank address,1,0
septemb,1,0
sorri later,1,0
long fuckin showr,1,0
havent plan buy later check lido afternoon finish work,1,0
way day normal way real uniqu hope know rest mylif hope find wot lose,1,0
special select receiv award line close cost ppm appli promo,1,1
new number wil use,1,0
long quit like minut day,1,0
text meet sexi today find date flirt join repli age sam msg recd thirtyeight penc,1,1
usf guess car,1,0
hey charl sorri late repli,1,0
nah goin wrk wot bout,1,0
dear matthew landlin complimentari lux tenerif holiday cash await collect ppm sae box skxh,1,1
honey sweetheart darl sexi bun sugar plum loverboy miss boytoy smack ass gym,1,0
hous maid murder coz man murder januari public holiday govt instituit close includ post offic,1,0
cant think spare room head,1,0
actual wait week start,1,0
chang window logoff sound,1,0
msg thank gift,1,0
thank gener date brotha,1,0
class holla later,1,0
billion text help god,1,0
enjoy home,1,0
probabl money worri thing come outstand invoic work month ago,1,0
yup noe leh,1,0
queen royal wed,1,0
friday cant wait dunno wot hell gon week slob wait,1,0
time,1,0
yup msg tat yiju tot group mate meet today mah askin leav earlier wat mah mayb haf walk far,1,0
okay soon best,1,0
lar joke wif oni,1,0
cha quiteamuz thataoscool babe probpop satthen hunni brekki love jen xxx psxtra lrg portion,1,0
phone phone disconnect,1,0
tmr brin lar aiya later come lar mayb neva set properli help sheet wif,1,0
love decis feel decid love life simpler magic,1,0
hey babe far spin spk dead wrld sleep sofa day cool nytho fonin hon mwen frmcloud,1,0
hous beer,1,0
darlin supos worri film stuff mate babysit,1,0
award sipix digit camera landlin deliveri day box mbp warranti ppm pap,1,1
right space want need start issu suggest set definit greec mayb readi,1,0
dont know exactli ask chechi,1,0
later afternoon onword mtnl servic problem south mumbai hear listen,1,0
come slave shell unconsci avoid unhappi,1,0
dear cherthala case come cochin bfore start shall reach accordingli tell day come tmorow engag holiday,1,0
hello madam,1,0
credit http www bubbletext com renew pin tgxxrz,1,1
babe fuck love know fuck good hear voic need crave ador ahmad kiss,1,0
right hand phone,1,0
sorri later,1,0
lol babe wont slide place midnight thank invit,1,0
know,1,0
thesmszon com let send free anonym mask messag send messag potenti abus,1,1
thank bomb date phone want,1,0
sun anti sleep medicin,1,0
love smell tobacco,1,0
talk wont,1,0
good afternoon boytoy feel today better hope good boy obedi slave queen,1,0
blame day life good day happi bad day experi essenti life god bless good morn,1,0
good night dear sleepwel care,1,0
dont file bag work tell find room,1,0
necessarili expect headin,1,0
dude fake frnd money tht reffer member wit mail link credit geti draw acc wen,1,0
usual person unconsci children adult behav abnorm,1,0
pic send,1,0
hey onlin finish format,1,0
wot wed nite til,1,0
smsing lor sorri lor guy neva person sort know lor wan meet ask bring meet,1,0
boy best ass quick,1,0
littl med hour pain hope die,1,0
final chanc claim worth discount voucher today text savamob member offer mobil savamob pobox muz sub,1,1
fine know want question,1,0
thing watch thk tonight haf smth mind,1,0
love night wake messag hope smile know great morn,1,0
appar bff carli quick,1,0
glad follow dream,1,0
mobil month entitl updat latest colour mobil camera free mobil updat free,1,1
heart love mind wisdom eye dream life frnd alwi touch good night sweet dream,1,0
aluabl ffection oveabl ternal obl ruth ntimat atur namou happi valentin day advanc,1,0
wife abl kid want kid day,1,0
free week nokia tone mob week txt nokia txting tell mat www getz pobox wwq normp tone,2,1
winner valu network custom select receivea prize reward claim claim code valid hour,2,1
urgent award complimentari trip eurodisinc trav aco entri claim txt morefrmmob shracomorsglsuplt,2,1
come home,1,0
yeah prob night obvious catch speak soon,1,0
din tell,1,0
nope forget week,1,0
exhaust train morn wine pie sleep,1,0
lose pound doc visit week woot woot gon celebr stuff face,1,0
